Date,Volume,VWAP,Open,Close,High,Low,Trades
01-03-2024 00:00:00 EST,31966152.0,177.8613,176.75,178.22,178.725,176.07,406699
04-03-2024 00:00:00 EST,37381520.0,178.5391,177.53,177.58,180.14,177.49,443556
05-03-2024 00:00:00 EST,37215693.0,174.4671,176.93,174.12,176.93,173.303,448859
06-03-2024 00:00:00 EST,32090926.0,174.3209,175.54,173.51,176.46,173.26,389497
07-03-2024 00:00:00 EST,33934783.0,176.4308,174.83,176.82,177.99,173.72,379857
08-03-2024 00:00:00 EST,37772242.0,176.2118,176.44,175.35,178.785,174.33,443160
11-03-2024 00:00:00 EDT,28484777.0,172.4231,174.31,171.96,174.47,171.47,409871
12-03-2024 00:00:00 EDT,36590204.0,175.3072,173.5,175.39,176.76,171.98,416721
13-03-2024 00:00:00 EDT,30705600.0,176.729,175.9,176.555,177.62,175.55,362922
14-03-2024 00:00:00 EDT,43705840.0,178.4157,177.69,178.75,179.53,176.465,461845
15-03-2024 00:00:00 EDT,71805390.0,175.0471,176.64,174.42,177.93,173.9,465349
18-03-2024 00:00:00 EDT,31251524.0,175.088,175.8,174.48,176.69,174.28,358833
19-03-2024 00:00:00 EDT,26862093.0,175.3683,174.215,175.9,176.09,173.52,318060
20-03-2024 00:00:00 EDT,29947150.0,176.6897,176.14,178.15,178.53,174.64,355615
21-03-2024 00:00:00 EDT,32824320.0,179.3211,179.988,178.15,181.415,178.15,377254
22-03-2024 00:00:00 EDT,27995378.0,178.5495,177.752,178.87,179.255,176.75,295011
25-03-2024 00:00:00 EDT,29815464.0,179.6492,178.01,179.71,180.99,177.24,352597
26-03-2024 00:00:00 EDT,29658982.0,179.1228,180.15,178.3,180.45,177.95,326743
27-03-2024 00:00:00 EDT,32672551.0,179.1032,179.88,179.83,180.0,177.3099,341920
28-03-2024 00:00:00 EDT,37970288.0,180.4856,180.17,180.38,181.7,179.26,364799
01-04-2024 00:00:00 EDT,29174521.0,180.9175,180.79,180.97,183.0,179.95,370612
02-04-2024 00:00:00 EDT,32605246.0,180.0752,179.07,180.69,180.79,178.3762,355847
03-04-2024 00:00:00 EDT,31024438.0,182.085,179.9,182.41,182.87,179.8,350781
04-04-2024 00:00:00 EDT,41624261.0,182.5315,184.0,180.0,185.1,180.0,465372
05-04-2024 00:00:00 EDT,42373992.0,184.7021,182.38,185.07,186.27,181.97,465500
08-04-2024 00:00:00 EDT,39221282.0,185.8041,186.9,185.19,187.29,184.81,427793
09-04-2024 00:00:00 EDT,36529846.0,185.5047,187.24,185.67,187.34,184.2,400970
10-04-2024 00:00:00 EDT,35879151.0,185.0344,182.765,185.95,186.2699,182.67,448182
11-04-2024 00:00:00 EDT,40020742.0,187.97,186.74,189.05,189.77,185.51,445674
12-04-2024 00:00:00 EDT,38474349.0,186.5585,187.72,186.13,188.38,185.08,420405
15-04-2024 00:00:00 EDT,45883331.0,185.5439,187.425,183.62,188.69,183.0,507779
16-04-2024 00:00:00 EDT,32189090.0,183.7052,183.27,183.32,184.83,182.26,400832
17-04-2024 00:00:00 EDT,30588798.0,182.0551,184.31,181.28,184.57,179.82,395747
18-04-2024 00:00:00 EDT,30438610.0,180.2708,181.47,179.22,182.39,178.65,383853
19-04-2024 00:00:00 EDT,55099718.0,175.546,178.74,174.63,179.0,173.44,569799
22-04-2024 00:00:00 EDT,37276971.0,176.7175,176.94,177.23,178.87,174.56,396237
23-04-2024 00:00:00 EDT,35883580.0,178.5015,178.08,179.54,179.93,175.975,379352
24-04-2024 00:00:00 EDT,32338288.0,177.2697,179.94,176.59,180.323,176.18,405260
25-04-2024 00:00:00 EDT,47859606.0,171.9888,169.68,173.67,173.92,166.32,618220
26-04-2024 00:00:00 EDT,42991451.0,178.9583,177.795,179.62,180.82,176.13,478122
29-04-2024 00:00:00 EDT,53420432.0,180.6596,182.75,180.96,183.53,179.39,592772
30-04-2024 00:00:00 EDT,92358467.0,178.7844,181.09,175.0,182.99,174.8,852770
01-05-2024 00:00:00 EDT,93365237.0,180.4115,181.635,179.0,185.15,176.56,964449
02-05-2024 00:00:00 EDT,53548619.0,183.1725,180.85,184.72,185.1,179.91,529375
03-05-2024 00:00:00 EDT,38922939.0,186.4292,186.99,186.21,187.87,185.42,413882
06-05-2024 00:00:00 EDT,33541815.0,187.0004,186.28,188.7,188.745,184.8,394601
07-05-2024 00:00:00 EDT,33118358.0,188.7462,188.92,188.76,189.94,187.305,400690
08-05-2024 00:00:00 EDT,25323433.0,187.6252,187.44,188.0,188.43,186.385,306809
09-05-2024 00:00:00 EDT,43246564.0,189.9413,188.88,189.5,191.7,187.44,460845
10-05-2024 00:00:00 EDT,33819603.0,188.0401,189.16,187.48,189.892,186.93,355958
13-05-2024 00:00:00 EDT,24513188.0,186.4324,188.0,186.57,188.31,185.36,333222
14-05-2024 00:00:00 EDT,38512093.0,185.9179,183.82,187.07,187.72,183.45,426678
15-05-2024 00:00:00 EDT,75107139.0,184.7257,185.97,185.99,186.7193,182.73,786170
16-05-2024 00:00:00 EDT,38582942.0,185.2026,185.6,183.63,187.31,183.46,411898
17-05-2024 00:00:00 EDT,32700331.0,184.5338,183.76,184.7,185.3,183.35,339388
20-05-2024 00:00:00 EDT,29911295.0,184.4671,184.34,183.54,186.665,183.28,371966
21-05-2024 00:00:00 EDT,50090936.0,181.8495,182.3,183.15,183.26,180.75,515567
22-05-2024 00:00:00 EDT,27875809.0,183.4607,183.88,183.13,185.22,181.9715,344801
23-05-2024 00:00:00 EDT,32479977.0,182.1607,183.66,181.05,184.76,180.08,384702
24-05-2024 00:00:00 EDT,27048008.0,181.3771,181.65,180.75,182.435,180.3,333183
28-05-2024 00:00:00 EDT,29260373.0,181.1736,179.93,182.15,182.24,179.49,401018
29-05-2024 00:00:00 EDT,31494536.0,182.6171,181.7,182.02,184.08,181.55,361201
30-05-2024 00:00:00 EDT,28549108.0,179.8132,181.31,179.32,181.34,178.355,392705
31-05-2024 00:00:00 EDT,57234811.0,175.6374,178.3,176.44,179.21,173.87,614367
03-06-2024 00:00:00 EDT,30194892.0,177.3808,177.7,178.34,178.7,175.92,415179
04-06-2024 00:00:00 EDT,26732168.0,178.5733,177.64,179.34,179.82,176.44,329542
05-06-2024 00:00:00 EDT,31902377.0,180.7307,180.1,181.28,181.5,178.75,362018
06-06-2024 00:00:00 EDT,31012850.0,183.7255,181.745,185.0,185.0,181.49,373997
07-06-2024 00:00:00 EDT,27637514.0,184.8955,184.9,184.3,186.2888,183.36,336057
10-06-2024 00:00:00 EDT,32368590.0,186.3572,184.07,187.06,187.23,183.79,385151
11-06-2024 00:00:00 EDT,26638046.0,186.2448,187.06,187.23,187.77,184.5373,341751
12-06-2024 00:00:00 EDT,33518012.0,187.072,188.015,186.89,188.35,185.43,443140
13-06-2024 00:00:00 EDT,38150065.0,184.4621,186.09,183.83,187.67,182.666,422806
14-06-2024 00:00:00 EDT,24233801.0,183.1903,183.08,183.66,183.72,182.23,307332
17-06-2024 00:00:00 EDT,33513867.0,183.2666,182.52,184.06,185.0,181.22,432268
18-06-2024 00:00:00 EDT,35743521.0,182.658,183.735,182.81,184.29,181.43,390303
20-06-2024 00:00:00 EDT,44205331.0,185.17,182.91,186.1,186.51,182.72,471693
21-06-2024 00:00:00 EDT,66858255.0,188.0574,187.8,189.08,189.275,185.86,435715
24-06-2024 00:00:00 EDT,48143614.0,187.3312,189.33,185.57,191.0,185.33,535288
25-06-2024 00:00:00 EDT,44586537.0,186.97,186.81,186.34,188.84,185.42,382026
26-06-2024 00:00:00 EDT,61298487.0,192.1127,186.92,193.61,194.8,186.26,649500
27-06-2024 00:00:00 EDT,73974152.0,197.3166,195.005,197.85,199.84,194.2,721913
28-06-2024 00:00:00 EDT,71149090.0,194.7864,197.73,193.25,198.85,192.5,605459
01-07-2024 00:00:00 EDT,40501333.0,196.0943,193.49,197.2,198.2957,192.82,501252
02-07-2024 00:00:00 EDT,45013711.0,198.7701,197.28,200.0,200.43,195.93,485377
03-07-2024 00:00:00 EDT,30201891.0,198.0527,199.94,197.59,200.029,196.7601,395320
05-07-2024 00:00:00 EDT,37206565.0,199.86,198.65,200.0,200.55,198.17,451167
08-07-2024 00:00:00 EDT,32851683.0,199.4285,200.04,199.29,201.2,197.96,443629
09-07-2024 00:00:00 EDT,30754695.0,199.8186,199.4,199.34,200.57,199.045,379446
10-07-2024 00:00:00 EDT,32174922.0,199.2678,199.995,199.79,200.11,197.69,414102
11-07-2024 00:00:00 EDT,44120108.0,195.7677,200.09,195.05,200.2699,192.86,582264
12-07-2024 00:00:00 EDT,29895608.0,194.9548,194.8,194.49,196.47,193.8301,427326
15-07-2024 00:00:00 EDT,38866027.0,193.0336,194.56,192.72,196.19,190.83,571524
16-07-2024 00:00:00 EDT,31831754.0,193.7459,195.59,193.02,196.62,192.24,449252
17-07-2024 00:00:00 EDT,47279100.0,187.6325,191.35,187.93,191.58,185.99,682797
18-07-2024 00:00:00 EDT,50467254.0,184.4166,189.59,183.75,189.68,181.448,671981
19-07-2024 00:00:00 EDT,41886129.0,182.8726,181.14,183.13,184.93,180.11,482405
22-07-2024 00:00:00 EDT,37641975.0,183.4291,185.0,182.55,185.06,182.48,448769
23-07-2024 00:00:00 EDT,47168048.0,187.124,184.1,186.41,189.39,183.56,489886
24-07-2024 00:00:00 EDT,40817049.0,182.2388,183.2,180.83,185.45,180.41,506914
25-07-2024 00:00:00 EDT,42393265.0,180.9284,182.91,179.85,183.8958,176.8,548257
26-07-2024 00:00:00 EDT,27659851.0,181.95,180.39,182.5,183.19,180.24,375576
29-07-2024 00:00:00 EDT,32962502.0,183.4532,183.84,183.2,184.75,182.38,350792
30-07-2024 00:00:00 EDT,37203115.0,181.6762,184.72,181.71,185.86,179.38,442107
31-07-2024 00:00:00 EDT,40434403.0,186.5421,185.05,186.98,187.94,184.46,474586
01-08-2024 00:00:00 EDT,69566122.0,183.4781,189.285,184.07,190.6,181.87,855293
02-08-2024 00:00:00 EDT,141276567.0,165.5364,166.75,167.9,168.77,160.55,1668912
05-08-2024 00:00:00 EDT,83034913.0,159.7709,154.21,161.02,162.96,151.61,1147492
06-08-2024 00:00:00 EDT,56863712.0,162.3092,161.71,161.93,165.08,158.5404,674672
07-08-2024 00:00:00 EDT,46791927.0,164.4221,166.55,162.77,167.58,161.43,571602
08-08-2024 00:00:00 EDT,43716382.0,165.2017,165.165,165.8,166.6899,162.55,483314
09-08-2024 00:00:00 EDT,35295656.0,167.0053,166.4,166.94,168.55,165.85,394806
12-08-2024 00:00:00 EDT,29138607.0,167.2394,168.14,166.8,168.55,166.1101,393722
13-08-2024 00:00:00 EDT,36640224.0,169.1534,167.81,170.23,171.04,167.1,411821
14-08-2024 00:00:00 EDT,28228939.0,170.2238,172.11,170.1,172.28,168.86,376458
15-08-2024 00:00:00 EDT,51150310.0,176.329,174.86,177.59,177.91,173.99,530442
16-08-2024 00:00:00 EDT,30466567.0,177.4533,177.04,177.06,178.34,176.2601,368879
19-08-2024 00:00:00 EDT,29151709.0,177.5703,177.64,178.22,178.3,176.16,358247
20-08-2024 00:00:00 EDT,24847757.0,178.3672,177.92,178.88,179.01,177.4308,302424
21-08-2024 00:00:00 EDT,34131643.0,180.3751,179.92,180.11,182.385,178.8937,398095
22-08-2024 00:00:00 EDT,30729062.0,177.6503,181.38,176.13,181.47,175.68,402646
23-08-2024 00:00:00 EDT,28716057.0,177.0899,177.34,177.04,178.9699,175.24,359871
26-08-2024 00:00:00 EDT,22219015.0,175.6995,176.7,175.5,177.4682,174.3,337906
27-08-2024 00:00:00 EDT,29318458.0,173.2273,174.15,173.12,174.89,172.25,377111
28-08-2024 00:00:00 EDT,28521972.0,170.8402,173.69,170.8,173.69,168.92,382240
29-08-2024 00:00:00 EDT,25806986.0,172.757,173.22,172.12,174.29,170.81,358814
30-08-2024 00:00:00 EDT,42257863.0,176.5299,172.78,178.5,178.9,172.6,398515
03-09-2024 00:00:00 EDT,37228388.0,176.468,177.55,176.25,178.26,175.26,466675
04-09-2024 00:00:00 EDT,29644484.0,173.9177,174.48,173.33,175.98,172.54,378772
05-09-2024 00:00:00 EDT,39415500.0,177.6177,175.0,177.89,179.875,174.995,458035
06-09-2024 00:00:00 EDT,38636752.0,172.8401,177.24,171.39,178.38,171.16,447607
09-09-2024 00:00:00 EDT,27967345.0,174.7601,174.53,175.4,175.85,173.51,347001
10-09-2024 00:00:00 EDT,35983264.0,179.1266,177.49,179.55,180.5,176.79,419529
11-09-2024 00:00:00 EDT,41759473.0,181.1572,180.095,184.52,184.99,175.73,465440
12-09-2024 00:00:00 EDT,31613563.0,185.9508,184.8,187.0,187.41,183.54,431053
13-09-2024 00:00:00 EDT,26338475.0,187.1736,187.0,186.49,188.5,185.91,338138
16-09-2024 00:00:00 EDT,25200263.0,184.6725,185.29,184.89,185.81,183.36,353737
17-09-2024 00:00:00 EDT,25633676.0,187.5288,186.85,186.88,189.45,186.14,351363
18-09-2024 00:00:00 EDT,31733155.0,186.7931,186.45,186.43,188.8,185.06,381311
19-09-2024 00:00:00 EDT,38154471.0,189.6709,190.04,189.87,190.99,188.47,422869
20-09-2024 00:00:00 EDT,94655285.0,190.8272,190.23,191.6,191.84,187.41,430506
23-09-2024 00:00:00 EDT,35901116.0,193.0758,191.64,193.88,194.45,190.57,405082
24-09-2024 00:00:00 EDT,42352393.0,193.0238,194.27,193.96,195.37,190.13,404447
25-09-2024 00:00:00 EDT,25118820.0,192.8108,193.75,192.53,193.9498,192.16,320533
26-09-2024 00:00:00 EDT,35133596.0,191.3168,194.31,191.16,194.53,189.54,411635
27-09-2024 00:00:00 EDT,34945921.0,188.6529,190.68,187.97,190.9,187.34,401741
30-09-2024 00:00:00 EDT,40948472.0,186.2138,187.14,186.33,188.49,184.65,440495
01-10-2024 00:00:00 EDT,33896996.0,184.6885,184.9,185.13,186.19,183.4519,439973
02-10-2024 00:00:00 EDT,22838198.0,185.1551,184.44,184.76,186.6,184.04,314425
03-10-2024 00:00:00 EDT,29755521.0,182.2015,183.045,181.96,183.44,180.875,398449
04-10-2024 00:00:00 EDT,38188370.0,185.6738,185.75,186.51,187.6,183.6,431104
07-10-2024 00:00:00 EDT,40789672.0,181.2967,182.95,180.8,183.6,180.25,520198
08-10-2024 00:00:00 EDT,24657239.0,182.31,181.915,182.72,183.09,180.92,314165
09-10-2024 00:00:00 EDT,25742740.0,184.4853,182.82,185.17,185.845,182.05,345876
10-10-2024 00:00:00 EDT,27281828.0,186.8923,187.13,186.65,188.134,185.83,353686
11-10-2024 00:00:00 EDT,25056333.0,188.8007,186.63,188.82,189.9284,186.3,342205
14-10-2024 00:00:00 EDT,22152666.0,188.2118,189.78,187.54,189.83,187.36,328240
15-10-2024 00:00:00 EDT,31552165.0,186.8447,187.63,187.69,188.41,184.58,432975
16-10-2024 00:00:00 EDT,22676123.0,186.6672,187.05,186.89,187.78,185.61,325850
17-10-2024 00:00:00 EDT,24475357.0,187.6663,188.22,187.53,188.94,186.0,327290
18-10-2024 00:00:00 EDT,36939177.0,189.1239,187.15,188.99,190.74,186.28,375918
21-10-2024 00:00:00 EDT,23742153.0,188.2866,188.05,189.07,189.46,186.4,329914
22-10-2024 00:00:00 EDT,29171135.0,189.6999,188.35,189.7,191.5201,186.975,333828
23-10-2024 00:00:00 EDT,31410489.0,185.7016,188.85,184.71,189.16,183.69,402016
24-10-2024 00:00:00 EDT,20385701.0,186.125,185.25,186.38,187.11,183.86,300389
25-10-2024 00:00:00 EDT,27815175.0,188.7589,187.85,187.83,190.45,187.53,357467
28-10-2024 00:00:00 EDT,23009842.0,189.0699,189.565,188.39,190.21,188.21,330670
29-10-2024 00:00:00 EDT,30161576.0,190.2546,188.58,190.83,191.4599,187.815,371666
30-10-2024 00:00:00 EDT,36443605.0,193.5258,194.695,192.73,195.61,192.42,478389
31-10-2024 00:00:00 EDT,72401956.0,188.9372,190.51,186.4,190.6,185.23,836682
01-11-2024 00:00:00 EDT,96295038.0,198.8304,199.0,197.93,200.5,197.02,1003053
04-11-2024 00:00:00 EST,37295176.0,196.0121,196.45,195.78,197.33,194.3101,476433
05-11-2024 00:00:00 EST,29834404.0,198.4388,196.04,199.5,199.82,195.99,371987
06-11-2024 00:00:00 EST,70705337.0,204.3326,200.01,207.09,207.55,199.14,848030
07-11-2024 00:00:00 EST,49861365.0,210.133,207.44,210.05,212.25,207.19,609990
08-11-2024 00:00:00 EST,35073030.0,208.6593,209.72,208.18,209.9633,207.44,443739
11-11-2024 00:00:00 EST,29324727.0,206.8989,208.5,206.84,209.65,205.59,424797
12-11-2024 00:00:00 EST,35975791.0,208.0238,208.37,208.91,209.54,206.01,476617
13-11-2024 00:00:00 EST,44055198.0,212.7912,209.4,214.1,215.09,209.14,529029
14-11-2024 00:00:00 EST,40706599.0,212.3878,214.16,211.48,215.9,210.88,463212
15-11-2024 00:00:00 EST,84165461.0,203.3338,206.76,202.61,207.34,199.61,968285
18-11-2024 00:00:00 EST,33964112.0,202.512,204.15,201.7,204.67,200.95,425591
19-11-2024 00:00:00 EST,30237380.0,203.2636,199.33,204.61,205.3,198.78,382979
20-11-2024 00:00:00 EST,31506183.0,201.6596,202.98,202.88,203.13,199.45,406848
21-11-2024 00:00:00 EST,57339046.0,198.7042,203.49,198.38,203.49,195.75,736516
22-11-2024 00:00:00 EST,30269347.0,197.606,198.25,197.12,199.2599,196.75,402636
25-11-2024 00:00:00 EST,38474372.0,200.8087,199.28,201.45,201.9499,199.0,427319
26-11-2024 00:00:00 EST,41213929.0,206.2563,201.9,207.86,208.0,201.79,496315
27-11-2024 00:00:00 EST,26842190.0,206.1141,206.98,205.74,207.64,205.05,350335
29-11-2024 00:00:00 EST,23383406.0,206.6868,205.83,207.89,208.2,204.59,263661
02-12-2024 00:00:00 EST,38327547.0,210.9733,209.96,210.71,212.99,209.5101,461702
03-12-2024 00:00:00 EST,31257737.0,212.615,210.31,213.44,214.02,209.65,379261
04-12-2024 00:00:00 EST,47021301.0,218.1622,215.96,218.16,220.0,215.75,553200
05-12-2024 00:00:00 EST,37055553.0,220.1345,218.03,220.55,222.15,217.3,463345
06-12-2024 00:00:00 EST,42907683.0,224.9967,220.75,227.03,227.15,220.6,524277
09-12-2024 00:00:00 EST,43601314.0,227.8252,227.21,226.09,230.08,225.67,572674
10-12-2024 00:00:00 EST,30117754.0,226.3079,226.09,225.04,229.06,224.2002,417600
11-12-2024 00:00:00 EST,30854625.0,229.8482,226.41,230.26,231.2,226.26,427300
12-12-2024 00:00:00 EST,27425344.0,229.35,229.83,228.97,231.09,227.63,342551
13-12-2024 00:00:00 EST,27993136.0,227.8663,228.4,227.46,230.2,225.8608,362492
16-12-2024 00:00:00 EST,34480030.0,231.4253,230.23,232.93,233.0,228.01,430564
17-12-2024 00:00:00 EST,33215182.0,230.7602,232.39,231.15,232.73,227.85,433174
18-12-2024 00:00:00 EST,41822398.0,225.4089,230.77,220.52,231.3999,220.11,529000
19-12-2024 00:00:00 EST,34023750.0,224.1535,224.91,223.29,226.09,222.92,466245
20-12-2024 00:00:00 EST,76517960.0,223.8006,219.84,224.92,226.21,218.73,456121
23-12-2024 00:00:00 EST,25352845.0,225.2919,225.01,225.06,226.88,223.9,321841
24-12-2024 00:00:00 EST,14710826.0,228.348,226.94,229.05,229.14,226.13,203027
26-12-2024 00:00:00 EST,15729583.0,227.6306,228.5,227.05,228.5,226.6706,262067
27-12-2024 00:00:00 EST,26959407.0,223.0035,225.6,223.75,226.03,220.9,381052
30-12-2024 00:00:00 EST,26845668.0,220.8636,220.06,221.3,222.9972,218.43,371459
31-12-2024 00:00:00 EST,23418665.0,220.46,222.965,219.39,223.2299,218.94,308565
02-01-2025 00:00:00 EST,33106954.0,221.3006,222.03,220.22,225.15,218.19,449586
03-01-2025 00:00:00 EST,26835503.0,223.6926,222.505,224.19,225.36,221.62,346917
06-01-2025 00:00:00 EST,30642142.0,227.0717,226.78,227.61,228.835,224.84,410614
07-01-2025 00:00:00 EST,27493439.0,223.431,227.9,222.11,228.381,221.46,379510
08-01-2025 00:00:00 EST,23973727.0,222.0375,223.185,222.13,223.52,220.2,325455
10-01-2025 00:00:00 EST,34893901.0,218.8599,221.46,218.94,221.71,216.5,493743
13-01-2025 00:00:00 EST,26482787.0,218.1333,218.06,218.46,219.4,216.47,373451
14-01-2025 00:00:00 EST,24179843.0,218.6435,220.44,217.76,221.82,216.2,331972
15-01-2025 00:00:00 EST,28976325.0,222.6146,222.83,223.35,223.57,220.75,353882
16-01-2025 00:00:00 EST,23244601.0,221.9618,224.42,220.66,224.65,220.31,313245
17-01-2025 00:00:00 EST,41150861.0,225.377,225.84,225.94,226.51,223.08,385845
21-01-2025 00:00:00 EST,38546635.0,230.0675,228.9,230.71,231.78,226.94,552364
22-01-2025 00:00:00 EST,39989540.0,234.0616,232.02,235.01,235.44,231.19,512142
23-01-2025 00:00:00 EST,25806969.0,234.2066,234.1,235.42,235.52,231.51,365072
24-01-2025 00:00:00 EST,25152327.0,234.447,234.5,234.85,236.4,232.93,349293
27-01-2025 00:00:00 EST,48066616.0,231.7182,226.21,235.42,235.61,225.86,661363
28-01-2025 00:00:00 EST,40602972.0,238.6483,234.29,238.15,241.77,233.98,542253
29-01-2025 00:00:00 EST,25462713.0,237.4226,239.015,237.07,240.39,236.15,384823
30-01-2025 00:00:00 EST,30915880.0,235.0367,237.14,234.64,237.95,232.22,428043
31-01-2025 00:00:00 EST,35145220.0,238.217,236.5,237.68,240.29,236.41,435300
03-02-2025 00:00:00 EST,36318419.0,236.5899,234.06,237.42,239.25,232.9,551702
04-02-2025 00:00:00 EST,27913094.0,241.1124,239.01,242.06,242.52,238.03,411912
05-02-2025 00:00:00 EST,37674254.0,236.5844,237.02,236.17,238.32,235.2,552081
06-02-2025 00:00:00 EST,60426658.0,235.7308,238.01,238.83,239.6599,236.01,803056
07-02-2025 00:00:00 EST,74098693.0,230.5131,232.5,229.15,234.81,228.06,943356
10-02-2025 00:00:00 EST,33095056.0,232.3643,230.545,233.14,233.92,229.2,473126
11-02-2025 00:00:00 EST,23445535.0,232.1027,231.92,232.76,233.44,230.13,329429
12-02-2025 00:00:00 EST,31800297.0,229.6182,230.46,228.93,231.18,228.16,400256
13-02-2025 00:00:00 EST,30089455.0,229.2878,228.85,230.37,230.42,227.52,408733
14-02-2025 00:00:00 EST,25216968.0,228.6297,229.2,228.68,229.89,227.23,375307
18-02-2025 00:00:00 EST,39871733.0,225.7421,228.82,226.65,229.3,223.72,600615
19-02-2025 00:00:00 EST,27170091.0,225.313,225.52,226.63,226.83,223.71,391336
20-02-2025 00:00:00 EST,29366442.0,222.9363,224.775,222.88,225.13,221.81,447278
21-02-2025 00:00:00 EST,52668920.0,217.7689,223.28,216.58,223.31,214.74,774895
24-02-2025 00:00:00 EST,41892067.0,214.0684,217.45,212.71,217.715,212.42,586088
25-02-2025 00:00:00 EST,58205432.0,209.6598,211.63,212.8,213.34,204.16,800663
26-02-2025 00:00:00 EST,38321559.0,215.4646,214.94,214.35,218.16,213.09,508368
